smiles,pic50,transformed_solubility,transformed_smiles
C=CC(=O)N1CCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.08,77.16701902748414,A~AA{~B}DrAAafaraaaafD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
C=CC(=O)N1CCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,5.75,63.00211416490487,A~AA{~B}DrAAafaaa{D{Aataaaa{Z}at}A{~B}Aatadaauaaaaatu}aafr
C=CC(=O)N1C[C@H](C(N)=O)Cc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,6.66,43.76321353065539,A~AA{~B}DrA{A*H}{A{D}~B}Aafaaa{D{Aataaaa{Z}at}A{~B}Aatadaauaaaaatu}aafr
C=CC(=O)NC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,5.5,68.28752642706132,A~AA{~B}DA{A{~B}Daradaafaaaaarf}araaa{Z}a{Z}ar
C=CC(=O)Nc1ccc(Cl)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.3,72.51585623678648,A~AA{~B}Daraaa{Z}a{D{Aafaaaa{Z}af}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1ccc(F)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.28,72.93868921775898,A~AA{~B}Daraaa{G}a{D{Aafaaaa{Z}af}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cc(Cl)ccc2Cl)C(=O)Cc2cncc3ccccc23)c1,4.79,83.29809725158563,A~AA{~B}Daraaaa{D{Aafaa{Z}aaafZ}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2ccc(Cl)cc2Cl)C(=O)Cc2cncc3ccccc23)c1,4.22,95.34883720930233,A~AA{~B}Daraaaa{D{Aafaaa{Z}aafZ}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cccc(-c3cc[nH]c3)c2)C(=O)Cc2cncc3ccccc23)c1,4.05,98.94291754756871,A~AA{~B}Daraaaa{D{Aafaaaa{Mataa{dH}at}af}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cccc(-c3ccoc3)c2)C(=O)Cc2cncc3ccccc23)c1,4.81,82.87526427061312,A~AA{~B}Daraaaa{D{Aafaaaa{Mataabat}af}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cccc(C(=N)N)c2)C(=O)Cc2cncc3ccccc23)c1,5.18,75.05285412262157,A~AA{~B}Daraaaa{D{Aafaaaa{A{~D}D}af}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.57,66.8076109936575,A~AA{~B}Daraaaa{D{Aafaaaa{Z}af}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cccc3ccoc23)C(=O)Cc2cncc3ccccc23)c1,4.77,83.72093023255816,A~AA{~B}Daraaaa{D{Aafaaaataabaft}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1cccc(N(Cc2cccc3ccsc23)C(=O)Cc2cncc3ccccc23)c1,4.55,88.37209302325581,A~AA{~B}Daraaaa{D{Aafaaaataafaft}A{~B}Aafadaataaaaaft}ar
C=CC(=O)Nc1ccccc1N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.16,75.47568710359407,A~AA{~B}DaraaaaarD{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
C=CC[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(CN)c1,4.43,90.9090909090909,A~AA{A*H}{Daraa{Z}aa{DA{~B}BAafaaaaaf}ar}araaaa{AD}ar
C=CC[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,4.65,86.25792811839322,A~AA{A*H}{Daraaafa{ar}ADAf}araa{Z}aaf{dH}daarf
C=CC[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,4.11,97.67441860465115,A~AA{A*H}{Daraaaa{Mafdd{dH}df}ar}araa{Z}aa{DA{~B}BAafaaaaaf}ar
C=CC[C@H](Nc1cccc(C(=O)O)c1)c1cc(Cl)cc2[nH]ncc12,4.42,91.12050739957716,A~AA{A*H}{Daraaaa{A{~B}B}ar}araa{Z}aaf{dH}daarf
C=CC[C@H](Nc1cccc(Cl)c1)c1cccc(-c2nn[nH]n2)c1,4.62,86.89217758985201,A~AA{A*H}{Daraaaa{Z}ar}araaaa{Mafdd{dH}df}ar
C=CC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.984999999999999,79.17547568710361,A~AA{A*H}rAAAD{A{~B}Aafadaataaaaaft}Ar
CC(=O)N1CCN(S(=O)(=O)OCC(=O)N2CCN(Cc3cccc(Cl)c3)[C@H](CC(C)C)C2)CC1,7.14,33.615221987315024,AA{~B}DrAAD{E{~B}{~B}BAA{~B}DfAAD{Aataaaa{Z}at}{A*H}{AA{A}A}Af}AAr
CC(=O)N1C[C@@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O,4.36,92.38900634249471,AA{~B}DrA{A**}f{AA{A*H}rA}DA{~B}D{aradaataaaaart}Af~B
CC(=O)N1C[C@]2(CC[C@H]1C)NC(=O)N(c1cncc3ccccc13)C2=O,4.21,95.56025369978859,AA{~B}DrA{A*}f{AA{A*H}rA}DA{~B}D{aradaataaaaart}Af~B
CC(=O)Nc1ccc(N(C)C(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,5.83,61.310782241014806,AA{~B}Daraaa{D{A}A{~B}ADfAataaa{Z}aat{A*H}{A{~B}Datadaauaaaaatu}Af}aar
CC(=O)Nc1ccc(NC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,7.47,26.63847780126851,AA{~B}Daraaa{DA{~B}ADfAataaa{Z}aat{A*H}{A{~B}Datadaauaaaaatu}Af}aar
CC(=O)c1cccc(CN2CCN(C(=O)COS(=O)(=O)N3CCOCC3)C[C@H]2CC(C)C)c1,6.13,54.96828752642707,AA{~B}araaaa{ADfAAD{A{~B}ABE{~B}{~B}DtAABAAt}A{A*H}fAA{A}A}ar
CC(C)(C#N)NC(=O)[C@H](Cc1cccc(Cl)c1)c1cncc2ccccc12,4.12,97.46300211416491,AA{A}{A^D}DA{~B}{A*H}{Aaraaaa{Z}ar}aradaafaaaaarf
CC(C)(C#N)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,6.2,53.48837209302326,AA{A}{A^D}araaa{D{Aafaaaa{Z}af}A{~B}Aafadaataaaaaft}aar
CC(C)(C)N(Cc1ccccc1)C(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,6.0,57.71670190274842,AA{A}{A}D{Aaraaaaar}A{~B}ADrAafaaa{Z}aaf{A*H}{A{~B}Dafadaataaaaaft}Ar
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,8.68,1.0570824524313045,AA{A}{A}{A*H}{DA{~B}A{G}{G}G}A{~B}DrA{A*H}f{A**H}{{A*H}rA{~B}D{A*H}{A^D}A{A**H}rAADAr~B}Af{A}A
CC(C)(F)C1CCN(C(=O)Cc2cncc3ccccc23)CC1,6.02,57.29386892177592,AA{A}{G}ArAAD{A{~B}Aafadaataaaaaft}AAr
CC(C)(NC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1)c1ccccc1,6.74,42.07188160676533,AA{A}{DA{~B}ADrAafaaa{Z}aaf{A*H}{A{~B}Dafadaataaaaaft}Ar}araaaaar
CC(C)(NC(=O)c1cncc2ccccc12)c1cccc(C#N)c1,4.23,95.13742071881606,AA{A}{DA{~B}aradaafaaaaarf}araaaa{A^D}ar
CC(C)(O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.55,88.37209302325581,AA{A}{B}{A*H}rAAAD{A{~B}Aafadaataaaaaft}Ar
CC(C)C1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1,6.13,54.96828752642707,AA{A}Ar{A}AAD{A{~B}Aafadaataaaaaft}AAr
CC(C)C1(F)CCN(C(=O)Cc2cncc3ccccc23)CC1,6.21,53.27695560253701,AA{A}Ar{G}AAD{A{~B}Aafadaataaaaaft}AAr
CC(C)C1CCN(C(=O)Cc2cncc3ccccc23)CC1,6.33,50.7399577167019,AA{A}ArAAD{A{~B}Aafadaataaaaaft}AAr
CC(C)CC1(C(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)CC1,7.06,35.306553911205086,AA{A}AAr{A{G}{G}G}AAD{A{~B}Aafadaataaaaaft}AAr
CC(C)CC1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1,6.47,47.7801268498943,AA{A}AAr{A}AAD{A{~B}Aafadaataaaaaft}AAr
CC(C)CC1CCN(C(=O)Cc2cncc3ccccc23)CC1,5.31,72.30443974630022,AA{A}AArAAD{A{~B}Aafadaataaaaaft}AAr
CC(C)CCN(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,5.13,76.10993657505286,AA{A}AAD{Aaraaaaar}A{~B}Aaradaafaaaaarf
CC(C)CC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,5.125,76.21564482029599,AA{A}AA{A*H}rAAAADrA{~B}Aaradaafaaaaarf
CC(C)CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@@H]21,7.26,31.078224101479925,AA{A}ADE{~B}{~B}BAA{~B}DrAAD{Aafaaaa{Z}af}{A*H}fAE{~B}{~B}A{A**H}fr
CC(C)CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,5.35,71.45877378435519,AA{A}ADE{~B}{~B}BAA{~B}DrAAD{Aafaaaa{Z}af}{A*H}fAE{~B}{~B}A{A*H}fr
CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)Cc1ccccc1)C2)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,4.2,95.77167019027483,AA{A}A{A*H}{DA{~B}BArAAf{Ar}AD{A{~B}Aaraaaaar}Af}A{~B}D{A*H}{A~B}A{A**H}rAADAr~B
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N(C)C)CCN1Cc1cccc(Cl)c1,5.99,57.92811839323467,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}D{A}A}AADrAaraaaa{Z}ar
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCC2)CCN1Cc1cccc(Cl)c1,5.83,61.310782241014806,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}DfAAAAf}AADrAaraaaa{Z}ar
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCCC2)CCN1Cc1cccc(Cl)c1,6.41,49.04862579281184,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}DfAAAAAf}AADrAaraaaa{Z}ar
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCNCC2)CCN1Cc1cccc(Cl)c1,6.92,38.26638477801269,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}DfAADAAf}AADrAaraaaa{Z}ar
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cc(Cl)cc2ccccc12,6.79,41.01479915433404,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}DfAABAAf}AADrAaraa{Z}aafaaaaarf
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cccc(Cl)c1,6.9,38.689217758985194,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}DfAABAAf}AADrAaraaaa{Z}ar
CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1Cc1cccc(F)c1,5.95,58.7737843551797,AA{A}A{A*H}rAD{A{~B}ABE{~B}{~B}DfAABAAf}AADrAaraaaa{G}ar
CC(C)C[C@H]1CN(C(=O)COS(N)(=O)=O)CCN1Cc1cccc(Cl)c1,5.17,75.26427061310783,AA{A}A{A*H}rAD{A{~B}ABE{D}{~B}~B}AADrAaraaaa{Z}ar
CC(C)N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.82,61.52219873150105,AA{A}D{Aaraaaa{Z}ar}A{~B}Aaradaafaaaaarf
CC(C)NC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,6.53,46.51162790697675,AA{A}DA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaa{Z}aaafAr~B
CC(C)NC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,6.65,43.97463002114164,AA{A}DA{~B}ADrA{A**}f{A{~B}D{atadaauaaaaatu}A{A**H}fA}afaa{G}aaafAr~B
CC(C)NS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,5.51,68.07610993657507,AA{A}DE{~B}{~B}BAA{~B}DrAAD{Aafaaaa{Z}af}{A*H}fAE{~B}{~B}A{A*H}fr
CC(C)O[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1,4.39,91.75475687103595,AA{A}B{A*H}rAAD{A{~B}Aafadaataaaaaft}{A**H}{A}Ar
CC(C)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,5.13,76.10993657505286,AA{A}{A*H}rAAAD{A{~B}Aafadaataaaaaft}Ar
CC(C)[C@H]1c2ccsc2CCN1C(=O)Cc1cncc2ccccc12,6.476666666666667,47.639182522903454,AA{A}{A*H}rafaafafAADrA{~B}Aaradaafaaaaarf
CC(C)[C@]1(C#N)CCN(C(=O)Cc2cncc3ccccc23)C1,5.743333333333333,63.14305849189571,AA{A}{A*}r{A^D}AAD{A{~B}Aafadaataaaaaft}Ar
CC(C)[C@]1(O)CCCN(C(=O)Cc2cncc3ccccc23)C1,4.31,93.44608879492601,AA{A}{A*}r{B}AAAD{A{~B}Aafadaataaaaaft}Ar
CC(C)c1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1,4.82,82.66384778012684,AA{A}araaa{{A*H}fAAAADfA{~B}Aafadaataaaaaft}aar
CC(C)c1nc([C@H]2CCCN(C(=O)Cc3cncc4ccccc34)C2)no1,4.04,99.15433403805497,AA{A}arda{{A*H}fAAAD{A{~B}Aatadaauaaaaatu}Af}dbr
CC(F)(F)C1CCN(C(=O)Cc2cncc3ccccc23)CC1,6.23,52.85412262156448,AA{G}{G}ArAAD{A{~B}Aafadaataaaaaft}AAr
CC(F)(F)[C@H](C(=O)Nc1cncc2ccccc12)c1ccccc1,4.91,80.76109936575052,AA{G}{G}{A*H}{A{~B}Daradaafaaaaarf}araaaaar
