mol_id,smiles,value,smiles_random,smiles_blind,value_blind
[H]OC([H])([H])C([H])([H])O[H],[H]OC([H])([H])C([H])([H])O[H],0.26011314,OCCO,{Q}BA{{Q}}{{Q}}A{{Q}}{{Q}}B{Q},57.110268499589814
[H]C([H])([H])C1([H])C([H])([H])C1([H])[H],[H]C([H])([H])C1([H])C([H])([H])C1([H])[H],0.31214645,C1CC1C,{Q}A{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},45.39816568129647
[H]C([H])([H])C1([H])OC1([H])[H],[H]C([H])([H])C1([H])OC1([H])[H],0.29666339,C1(C)OC1,{Q}A{{Q}}{{Q}}Ar{{Q}}BAr{{Q}}{Q},48.883225360602
[H]C([H])([H])N1C([H])([H])C1([H])[H],[H]C([H])([H])N1C([H])([H])C1([H])[H],0.26450069,N1(C)CC1,{Q}A{{Q}}{{Q}}DrA{{Q}}{{Q}}Ar{{Q}}{Q},56.12268118830013
[H]OC1([H])C([H])([H])C1([H])[H],[H]OC1([H])C([H])([H])C1([H])[H],0.25177221,C1CC1O,{Q}BAr{{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},58.987716422087686
[H]C1([H])C([H])([H])C([H])([H])C1([H])[H],[H]C1([H])C([H])([H])C([H])([H])C1([H])[H],0.32955476,C1CCC1,{Q}Ar{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},41.479754251911636
[H]C1([H])OC([H])([H])C1([H])[H],[H]C1([H])OC([H])([H])C1([H])[H],0.2571746,C1CCO1,{Q}Ar{{Q}}BA{{Q}}{{Q}}Ar{{Q}}{Q},57.77170023659959
[H]ON=C(C([H])([H])[H])C([H])([H])[H],[H]ON=C(C([H])([H])[H])C([H])([H])[H],0.23718975,C(C)(C)=NO,{Q}BD~A{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},62.27006134428561
[H]c1c([H])c([H])n([H])c1[H],[H]c1c([H])c([H])n([H])c1[H],0.23419809,c1[nH]ccc1,{Q}ara{{Q}}a{{Q}}d{{Q}}ar{Q},62.94344978560089
[H]c1nc([H])n([H])c1[H],[H]c1nc([H])n([H])c1[H],0.24770617,c1[nH]ccn1,{Q}arda{{Q}}d{{Q}}ar{Q},59.902935510461916
[H]c1oc([H])c([H])c1[H],[H]c1oc([H])c([H])c1[H],0.24701401,o1cccc1,{Q}arba{{Q}}a{{Q}}ar{Q},60.05873280812969
[H]c1nc([H])c([H])o1,[H]c1nc([H])c([H])o1,0.24657988,c1cocn1,{Q}arda{{Q}}a{{Q}}br,60.15645050466881
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.33909565,CC(C)(C)C,{Q}A{{Q}}{{Q}}A{A{{Q}}{{Q}}{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},39.332209060993996
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.26490452,CC(C)(O)C,{Q}BA{A{{Q}}{{Q}}{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},56.03178367512806
[H]C#CC(=O)C([H])([H])[H],[H]C#CC(=O)C([H])([H])[H],0.15359416,O=C(C)C#C,{Q}A^AA{~B}A{{Q}}{{Q}}{Q},81.08647231710079
[H]C([H])([H])C(=O)C#N,[H]C([H])([H])C(=O)C#N,0.15617066,CC(C#N)=O,{Q}A{{Q}}{{Q}}A{~B}A^D,80.50653164234201
[H]C#CC(=O)N([H])[H],[H]C#CC(=O)N([H])[H],0.1900616,C(C(N)=O)#C,{Q}A^AA{~B}D{{Q}}{Q},72.87806876176397
[H]C(=O)C(=O)C([H])([H])[H],[H]C(=O)C(=O)C([H])([H])[H],0.10953457,C(C=O)(=O)C,{Q}A{~B}A{~B}A{{Q}}{{Q}}{Q},91.0037819830023
[H]C(=O)C(=O)N([H])[H],[H]C(=O)C(=O)N([H])[H],0.12984233,C(=O)(N)C=O,{Q}A{~B}A{~B}D{{Q}}{Q},86.43273752841685
[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H],[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H],0.27117144,CC(C)C#C,{Q}A^AA{{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},54.62117167689042
[H]C([H])([H])C([H])(C#N)C([H])([H])[H],[H]C([H])([H])C([H])(C#N)C([H])([H])[H],0.3157038,CC(C)C#N,{Q}A{{Q}}{{Q}}A{{Q}}{A^D}A{{Q}}{{Q}}{Q},44.59744689249262
[H]N([H])C([H])(C#N)C([H])([H])[H],[H]N([H])C([H])(C#N)C([H])([H])[H],0.26076838,NC(C)C#N,{Q}D{{Q}}A{{Q}}{A^D}A{{Q}}{{Q}}{Q},56.96278147155606
[H]C#CC([H])(O[H])C([H])([H])[H],[H]C#CC([H])(O[H])C([H])([H])[H],0.26331645,C(C)(O)C#C,{Q}A^AA{{Q}}{B{Q}}A{{Q}}{{Q}}{Q},56.3892400645572
[H]OC([H])(C#N)C([H])([H])[H],[H]OC([H])(C#N)C([H])([H])[H],0.28128933,OC(C#N)C,{Q}BA{{Q}}{A^D}A{{Q}}{{Q}}{Q},52.34375038687096
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.16244172,C(C)(C)C=O,{Q}A{~B}A{{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},79.0949877774661
[H]OC([H])(C([H])=O)C([H])([H])[H],[H]OC([H])(C([H])=O)C([H])([H])[H],0.16072533,C(O)(C)C=O,{Q}BA{{Q}}{A{{Q}}~B}A{{Q}}{{Q}}{Q},79.48132753091039
[H]C(=O)N(C([H])([H])[H])C([H])([H])[H],[H]C(=O)N(C([H])([H])[H])C([H])([H])[H],0.21683777,CN(C)C=O,{Q}A{~B}D{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},66.85105921499283
[H]OC([H])([H])C(=O)C([H])([H])[H],[H]OC([H])([H])C(=O)C([H])([H])[H],0.17979845,CC(CO)=O,{Q}BA{{Q}}{{Q}}A{~B}A{{Q}}{{Q}}{Q},75.18818641600444
[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H],[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.17093054,CC(CC)=O,{Q}A{{Q}}{{Q}}A{~B}A{{Q}}{{Q}}A{{Q}}{{Q}}{Q},77.1842515078345
[H]N([H])C(=O)C([H])([H])C([H])([H])[H],[H]N([H])C(=O)C([H])([H])C([H])([H])[H],0.21613708,NC(CC)=O,{Q}D{{Q}}A{~B}A{{Q}}{{Q}}A{{Q}}{{Q}}{Q},67.00877651807716
[H]N(C(=O)C([H])([H])[H])C([H])([H])[H],[H]N(C(=O)C([H])([H])[H])C([H])([H])[H],0.2199211,O=C(NC)C,{Q}D{A{~B}A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},66.15703690538524
[H]N([H])C(=O)N([H])C([H])([H])[H],[H]N([H])C(=O)N([H])C([H])([H])[H],0.24928565,CNC(=O)N,{Q}D{{Q}}A{~B}D{{Q}}A{{Q}}{{Q}}{Q},59.547412631762896
[H]N=C(OC([H])([H])[H])C([H])([H])[H],[H]N=C(OC([H])([H])[H])C([H])([H])[H],0.25057374,O(C)C(=N)C,{Q}D~A{BA{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},59.257478308553104
[H]C([H])([H])OC(=O)C([H])([H])[H],[H]C([H])([H])OC(=O)C([H])([H])[H],0.22478099,CC(=O)OC,{Q}A{{Q}}{{Q}}BA{~B}A{{Q}}{{Q}}{Q},65.06313126368003
[H]N([H])C(=O)OC([H])([H])[H],[H]N([H])C(=O)OC([H])([H])[H],0.26617682,C(=O)(OC)N,{Q}D{{Q}}A{~B}BA{{Q}}{{Q}}{Q},55.74540350028017
[H]OC([H])([H])C(=O)N([H])[H],[H]OC([H])([H])C(=O)N([H])[H],0.21268948,NC(=O)CO,{Q}BA{{Q}}{{Q}}A{~B}D{{Q}}{Q},67.78479183742448
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26570811,CC(C)CO,{Q}BA{{Q}}{{Q}}A{{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},55.85090475922299
[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],0.27537016,C(C)(CO)O,{Q}BA{{Q}}{{Q}}A{{Q}}{B{Q}}A{{Q}}{{Q}}{Q},53.67608783837957
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.34129462,CC(CC)C,{Q}A{{Q}}{{Q}}A{{Q}}{{Q}}A{{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},38.83724607028012
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26641925,C(O)(C)CC,{Q}BA{{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}{Q},55.690835280687004
[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],0.27209248,O(C)C(C)C,{Q}A{{Q}}{{Q}}BA{{Q}}{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}{Q},54.413856109617036
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.29540476,C1C(C)(C)C1,{Q}A{{Q}}{{Q}}Ar{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},49.16652857483513
[H]C([H])([H])C1(C([H])([H])[H])OC1([H])[H],[H]C([H])([H])C1(C([H])([H])[H])OC1([H])[H],0.28582964,C1C(C)(C)O1,{Q}A{{Q}}{{Q}}Ar{A{{Q}}{{Q}}{Q}}BAr{{Q}}{Q},51.32177854716049
[H]OC1(C([H])([H])[H])C([H])([H])C1([H])[H],[H]OC1(C([H])([H])[H])C([H])([H])C1([H])[H],0.26391402,OC1(C)CC1,{Q}BAr{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},56.25473389377682
[H]N=C1OC([H])([H])C1([H])[H],[H]N=C1OC([H])([H])C1([H])[H],0.25651629,C1CC(=N)O1,{Q}D~ArBA{{Q}}{{Q}}Ar{{Q}}{Q},57.91987828651244
[H]C1([H])C(=O)C([H])([H])C1([H])[H],[H]C1([H])C(=O)C([H])([H])C1([H])[H],0.16225761,O=C1CCC1,{Q}Ar{{Q}}A{~B}A{{Q}}{{Q}}Ar{{Q}}{Q},79.1364288322419
[H]N1C(=O)C([H])([H])C1([H])[H],[H]N1C(=O)C([H])([H])C1([H])[H],0.22861061,C1C(=O)NC1,{Q}DrA{~B}A{{Q}}{{Q}}Ar{{Q}}{Q},64.20112761265355
[H]C1([H])OC(=O)C1([H])[H],[H]C1([H])OC(=O)C1([H])[H],0.2288931,C1(=O)OCC1,{Q}Ar{{Q}}BA{~B}Ar{{Q}}{Q},64.13754234534807
[H]N1C([H])([H])C(=O)C1([H])[H],[H]N1C([H])([H])C(=O)C1([H])[H],0.16652558,O=C1CNC1,{Q}DrA{{Q}}{{Q}}A{~B}Ar{{Q}}{Q},78.17575761095324
[H]C1([H])OC([H])([H])C1=O,[H]C1([H])OC([H])([H])C1=O,0.16885387,O1CC(=O)C1,{Q}Ar{{Q}}BA{{Q}}{{Q}}Ar~B,77.65168616766424
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.3196873,C1CC(C)C1,{Q}A{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},43.700806613858184
[H]C([H])([H])C1([H])OC([H])([H])C1([H])[H],[H]C([H])([H])C1([H])OC([H])([H])C1([H])[H],0.26417985,O1CCC1C,{Q}A{{Q}}{{Q}}Ar{{Q}}BA{{Q}}{{Q}}Ar{{Q}}{Q},56.19489860188042
[H]C([H])([H])C1([H])C([H])([H])OC1([H])[H],[H]C([H])([H])C1([H])C([H])([H])OC1([H])[H],0.25707443,O1CC(C)C1,{Q}A{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}BAr{{Q}}{Q},57.79424735765162
[H]OC1([H])C([H])([H])C([H])([H])C1([H])[H],[H]OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.26656122,OC1CCC1,{Q}BAr{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}Ar{{Q}}{Q},55.65887945782829
[H]OC1([H])C([H])([H])OC1([H])[H],[H]OC1([H])C([H])([H])OC1([H])[H],0.25255034,C1OCC1O,{Q}BAr{{Q}}A{{Q}}{{Q}}BAr{{Q}}{Q},58.81256826091941
[H]C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],[H]C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],0.29638041,C1(C)C(C)C1,{Q}A{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}{Q},48.94692092130188
[H]OC1([H])C([H])([H])C1([H])C([H])([H])[H],[H]OC1([H])C([H])([H])C1([H])C([H])([H])[H],0.26728711,C1(O)C(C)C1,{Q}BAr{{Q}}A{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}{Q},55.49548992303277
[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],0.25265776,C1N(C)C1C,{Q}A{{Q}}{{Q}}DrA{{Q}}{{Q}}Ar{{Q}}A{{Q}}{{Q}}{Q},58.7883892478076
[H]C([H])([H])C1([H])OC1([H])C([H])([H])[H],[H]C([H])([H])C1([H])OC1([H])C([H])([H])[H],0.28938636,O1C(C)C1C,{Q}A{{Q}}{{Q}}Ar{{Q}}BAr{{Q}}A{{Q}}{{Q}}{Q},50.5212015641494
[H]OC1([H])C([H])([H])C1([H])O[H],[H]OC1([H])C([H])([H])C1([H])O[H],0.25573106,C1(O)CC1O,{Q}BAr{{Q}}A{{Q}}{{Q}}Ar{{Q}}B{Q},58.09662457645648
[H]C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],[H]C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.34291829,C12CC(C1)C2,{Q}Ar{{Q}}As{{Q}}A{{Q}}{{Q}}Ar{{Q}}As{{Q}}{Q},38.4717765281161
[H]C1([H])C2([H])OC1([H])C2([H])[H],[H]C1([H])C2([H])OC1([H])C2([H])[H],0.26577594,O1C2CC1C2,{Q}Ar{{Q}}As{{Q}}BAr{{Q}}As{{Q}}{Q},55.83563700220033
[H]C#CC([H])([H])C#C[H],[H]C#CC([H])([H])C#C[H],0.26983892,C#CCC#C,{Q}A^AA{{Q}}{{Q}}A^A{Q},54.92110668481961
[H]C#CC([H])([H])C#N,[H]C#CC([H])([H])C#N,0.27190837,C#CCC#N,{Q}A^AA{{Q}}{{Q}}A^D,54.45529716439283
[H]C([H])(C#N)C#N,[H]C([H])(C#N)C#N,0.31286138,C(C#N)C#N,{Q}A{{Q}}{A^D}A^D,45.237243117118204
[H]C#CC([H])([H])C([H])=O,[H]C#CC([H])([H])C([H])=O,0.16441233,C(=O)CC#C,{Q}A^AA{{Q}}{{Q}}A{{Q}}~B,78.65142601030662
[H]C(=O)C([H])([H])C#N,[H]C(=O)C([H])([H])C#N,0.16461841,C(CC#N)=O,{Q}A{~B}A{{Q}}{{Q}}A^D,78.60503975986832
[H]N=C([H])N([H])C([H])=O,[H]N=C([H])N([H])C([H])=O,0.18394205,N=CNC=O,{Q}D~A{{Q}}D{{Q}}A{{Q}}~B,74.25550945891906
[H]N=C([H])OC([H])=O,[H]N=C([H])OC([H])=O,0.21419092,O=COC=N,{Q}D~A{{Q}}BA{{Q}}~B,67.4468348699454
[H]C(=O)N([H])C([H])=O,[H]C(=O)N([H])C([H])=O,0.17265088,C(NC=O)=O,{Q}A{~B}D{{Q}}A{{Q}}~B,76.79702265457833
[H]C#CC#CC([H])([H])[H],[H]C#CC#CC([H])([H])[H],0.20403711,C(#C)C#CC,{Q}A^AA^AA{{Q}}{{Q}}{Q},69.73234134103892
[H]C([H])([H])C#CC#N,[H]C([H])([H])C#CC#N,0.22135363,C(C#N)#CC,{Q}A{{Q}}{{Q}}A^AA^D,65.8345907905736
[H]C(=O)C#CC([H])([H])[H],[H]C(=O)C#CC([H])([H])[H],0.14897761,C(=O)C#CC,{Q}A{~B}A^AA{{Q}}{{Q}}{Q},82.12560490862327
[H]OC([H])([H])C#CC([H])([H])[H],[H]OC([H])([H])C#CC([H])([H])[H],0.2489747,C(C#CC)O,{Q}BA{{Q}}{{Q}}A^AA{{Q}}{{Q}}{Q},59.6174039194851
[H]C([H])([H])C#CC([H])([H])C([H])([H])[H],[H]C([H])([H])C#CC([H])([H])C([H])([H])[H],0.26999831,C(C)#CCC,{Q}A{{Q}}{{Q}}A^AA{{Q}}{{Q}}A{{Q}}{{Q}}{Q},54.88522981924623
[H]C(=NC([H])([H])[H])OC([H])([H])[H],[H]C(=NC([H])([H])[H])OC([H])([H])[H],0.22562896,CN=COC,{Q}A{~DA{{Q}}{{Q}}{Q}}BA{{Q}}{{Q}}{Q},64.87226291748357
[H]C#CC([H])([H])C([H])([H])C([H])([H])[H],[H]C#CC([H])([H])C([H])([H])C([H])([H])[H],0.2714623,C#CCCC,{Q}A^AA{{Q}}{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}{Q},54.55570241833798
[H]C([H])([H])C([H])([H])C([H])([H])C#N,[H]C([H])([H])C([H])([H])C([H])([H])C#N,0.3165883,C(C)CC#N,{Q}A{{Q}}{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}A^D,44.398356061200495
[H]N(C([H])([H])[H])C([H])([H])C#N,[H]N(C([H])([H])[H])C([H])([H])C#N,0.23847932,C(#N)CNC,{Q}D{A{{Q}}{{Q}}{Q}}A{{Q}}{{Q}}A^D,61.97979389000705
[H]C#CC([H])([H])OC([H])([H])[H],[H]C#CC([H])([H])OC([H])([H])[H],0.25615041,COCC#C,{Q}A^AA{{Q}}{{Q}}BA{{Q}}{{Q}}{Q},58.002233688833705
[H]C([H])([H])OC([H])([H])C#N,[H]C([H])([H])OC([H])([H])C#N,0.2677483,O(CC#N)C,{Q}A{{Q}}{{Q}}BA{{Q}}{{Q}}A^D,55.391681330060905
[H]C#CC([H])([H])C([H])([H])O[H],[H]C#CC([H])([H])C([H])([H])O[H],0.27174922,OCCC#C,{Q}A^AA{{Q}}{{Q}}A{{Q}}{{Q}}B{Q},54.49112000871182
[H]OC([H])([H])C([H])([H])C#N,[H]OC([H])([H])C([H])([H])C#N,0.27594641,N#CCCO,{Q}BA{{Q}}{{Q}}A{{Q}}{{Q}}A^D,53.54638055569774
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0.16248157,C(C=O)CC,{Q}A{~B}A{{Q}}{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}{Q},79.08601799835138
[H]C(=O)N([H])C([H])([H])C([H])([H])[H],[H]C(=O)N([H])C([H])([H])C([H])([H])[H],0.21727242,CCNC=O,{Q}A{~B}D{{Q}}A{{Q}}{{Q}}A{{Q}}{{Q}}{Q},66.75322447240254
[H]C(=O)OC([H])([H])C([H])([H])[H],[H]C(=O)OC([H])([H])C([H])([H])[H],0.21922484,C(OC=O)C,{Q}A{~B}BA{{Q}}{{Q}}A{{Q}}{{Q}}{Q},66.3137570661489
[H]C(=O)C([H])([H])OC([H])([H])[H],[H]C(=O)C([H])([H])OC([H])([H])[H],0.16218774,C(OC)C=O,{Q}A{~B}A{{Q}}{{Q}}BA{{Q}}{{Q}}{Q},79.15215576992689
[H]OC([H])([H])C([H])([H])C([H])=O,[H]OC([H])([H])C([H])([H])C([H])=O,0.16054398,O=CCCO,{Q}BA{{Q}}{{Q}}A{{Q}}{{Q}}A{{Q}}~B,79.52214734126068
