mol_id,smiles,value,smiles_random,smiles_blind,value_blind
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)O,C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(=O)O,5.49,c1(NC(=O)N(c2cccc(Cl)c2)CC(=C)C(=O)O)c2ccccc2cnc1,A~A{AD{A{~B}Daradaasaaaaars}araaaa{Z}ar}A{~B}B,68.49894291754757
C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(N)=O,C=C(CN(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)C(N)=O,5.19,C=C(CN(C(=O)Nc1cncc2ccccc21)c1cccc(Cl)c1)C(=O)N,A~A{AD{A{~B}Daradaasaaaaars}araaaa{Z}ar}A{D}~B,74.8414376321353
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N(C)c1ccccc1,C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N(C)c1ccccc1,5.55,c1ccccc1N(C(C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1c2c(cccc2)cnc1)=C)=O)C,A~A{AD{A{~B}{A*Q}rAABasaaa{Z}aasr}aradaasaaaaars}A{~B}D{A}araaaaar,67.23044397463002
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccccc1,C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccccc1,5.24,C(C(=C)CN(c1cncc2ccccc12)C([C@@H]1c2c(ccc(Cl)c2)OCC1)=O)(NCc1ccccc1)=O,A~A{AD{A{~B}{A*Q}rAABasaaa{Z}aasr}aradaasaaaaars}A{~B}DAaraaaaar,73.78435517970401
C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(Cl)cc1,C=C(CN(C(=O)[C@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(Cl)cc1,5.18,c1cccc2c(N(CC(C(Nc3ccc(Cl)cc3)=O)=C)C(=O)[C@H]3CCOc4ccc(Cl)cc43)cncc12,A~A{AD{A{~B}{A*Q}rAABasaaa{Z}aasr}aradaasaaaaars}A{~B}Daraaa{Z}aar,75.05285412262157
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(OC)cc1Cl,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(OC)cc1Cl,7.64,[C@@H]1(C(=O)N(c2c3c(cnc2)cccc3)CC(=C)C(=O)NCc2c(Cl)cc(OC)cc2)c2c(ccc(Cl)c2)C(=O)N(CC(=O)NC)C1,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}A{~B}asaaa{Z}aasr}aradaasaaaaars}A{~B}DAaraaa{BA}aarZ,23.044397463002127
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(-n2cccn2)cc1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(-n2cccn2)cc1,5.93,N(C([C@@H]1c2c(ccc(Cl)c2)C(=O)N(CC(=O)NC)C1)=O)(c1c2c(cccc2)cnc1)CC(C(=O)Nc1ccc(-n2nccc2)cc1)=C,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}A{~B}asaaa{Z}aasr}aradaasaaaaars}A{~B}Daraaa{_dsaaads}aar,59.19661733615223
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)C(=O)c2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,5.46,N(C([C@@H]1c2c(ccc(Cl)c2)C(=O)N(CC(NC)=O)C1)=O)(c1c2ccccc2cnc1)CC(C(=O)O)=C,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}A{~B}asaaa{Z}aasr}aradaasaaaaars}A{~B}B,69.13319238900635
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCCCC1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCCCC1,4.99,c1(Cl)ccc2c(c1)[C@@H](C(N(CC(C(N1CCCCC1)=O)=C)c1c3c(cnc1)cccc3)=O)CN(CC(NC)=O)C2,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}DrAAAAAr,79.06976744186046
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCOCC1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)N1CCOCC1,5.25,N(C(=O)CN1C[C@H](C(=O)N(c2c3ccccc3cnc2)CC(=C)C(=O)N2CCOCC2)c2cc(Cl)ccc2C1)C,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}DrAABAAr,73.57293868921776
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NC,6.72,c1c2c(ccc1Cl)CN(CC(=O)NC)C[C@@H]2C(=O)N(CC(=C)C(NC)=O)c1cncc2ccccc21,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}DA,42.49471458773785
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(Br)cc1C,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(Br)cc1C,6.84,c1(N(C([C@H]2CN(CC(NC)=O)Cc3ccc(Cl)cc32)=O)CC(C(=O)NCc2ccc(Br)cc2C)=C)c2c(cnc1)cccc2,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}DAaraaa{Y}aarA,39.957716701902754
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(OC)cc1Cl,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)NCc1ccc(OC)cc1Cl,7.695,c1cc(OC)cc(Cl)c1CNC(C(CN(C(=O)[C@@H]1c2c(ccc(Cl)c2)CN(CC(=O)NC)C1)c1cncc2ccccc21)=C)=O,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}DAaraaa{BA}aarZ,21.881606765327696
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(-n2cccn2)cc1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(-n2cccn2)cc1,5.55,c1cc(NC(C(CN(c2cncc3ccccc23)C([C@H]2CN(CC(NC)=O)Cc3ccc(Cl)cc32)=O)=C)=O)ccc1-n1cccn1,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}Daraaa{_dsaaads}aar,67.23044397463002
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cn1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cn1,6.53,c1cc2c(N(C([C@@H]3c4cc(Cl)ccc4CN(CC(NC)=O)C3)=O)CC(=C)C(=O)Nc3ncc(C(F)(F)F)cc3)cncc2cc1,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}Daraaa{A{G}{G}G}adr,46.51162790697675
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccccc1,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)Nc1ccccc1,7.1,C(C(=O)NC)N1Cc2c(cc(Cl)cc2)[C@@H](C(=O)N(c2c3ccccc3cnc2)CC(C(Nc2ccccc2)=O)=C)C1,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}Daraaaaar,34.460887949260055
C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)Cc2ccc(Cl)cc21)c1cncc2ccccc12)C(=O)O,4.88,C(C(=C)CN(c1c2c(cnc1)cccc2)C([C@@H]1c2cc(Cl)ccc2CN(CC(NC)=O)C1)=O)(O)=O,A~A{AD{A{~B}{A*Q}rAD{AA{~B}DA}Aasaaa{Z}aasr}aradaasaaaaars}A{~B}B,81.39534883720931
C=C(CN(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1)C(=O)Nc1ccccc1,C=C(CN(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1)C(=O)Nc1ccccc1,4.46,c1cc(NC(=O)C(CN(c2cccc(N(C(Cc3c4ccccc4cnc3)=O)Cc3cc(Cl)ccc3)c2)C)=C)ccc1,A~A{AD{A}araaaa{D{Aasaaaa{Z}as}A{~B}Aasadaataaaaast}ar}A{~B}Daraaaaar,90.27484143763213
C=C(CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12)C(=O)O,C=C(CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12)C(=O)O,5.62,c1c2cncc(NC(C3c4c(ccc(Cl)c4)CCN3CC(=C)C(=O)O)=O)c2ccc1,A~A{ADrAAasaaa{Z}aasArA{~B}Daradaasaaaaars}A{~B}B,65.75052854122622
C=C(CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12)C(=O)OC,C=C(CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12)C(=O)OC,6.11,C(Nc1c2ccccc2cnc1)(C1N(CC(=C)C(OC)=O)CCc2ccc(Cl)cc21)=O,A~A{ADrAAasaaa{Z}aasArA{~B}Daradaasaaaaars}A{~B}BA,55.39112050739957
C=C(CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12)C(N)=O,C=C(CN1CCc2ccc(Cl)cc2C1C(=O)Nc1cncc2ccccc12)C(N)=O,5.29,c1(Cl)ccc2c(c1)C(C(=O)Nc1cncc3ccccc31)N(CC(=C)C(N)=O)CC2,A~A{ADrAAasaaa{Z}aasArA{~B}Daradaasaaaaars}A{D}~B,72.72727272727273
C=C(CNc1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1)C(=O)Nc1ccccc1,C=C(CNc1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1)C(=O)Nc1ccccc1,4.99,N(C(=O)C(CNc1cccc(N(Cc2cc(Cl)ccc2)C(Cc2cncc3c2cccc3)=O)c1)=C)c1ccccc1,A~A{ADaraaaa{D{Aasaaaa{Z}as}A{~B}Aasadaataaaaast}ar}A{~B}Daraaaaar,79.06976744186046
C=C1CN(c2cncc3ccccc23)C(=O)[C@]12CN(Cc1ccc(OC)cc1OC)C(=O)c1ccc(F)cc12,C=C1CN(c2cncc3ccccc23)C(=O)[C@]12CN(Cc1ccc(OC)cc1OC)C(=O)c1ccc(F)cc12,7.0,c1cc(F)cc2c1C(=O)N(Cc1ccc(OC)cc1OC)C[C@]21C(=O)N(c2c3ccccc3cnc2)CC1=C,A~ArAD{asadaataaaaast}A{~B}{A*}rsAD{Aaraaa{BA}aarBA}A{~B}araaa{G}aars,36.57505285412263
C=CC(=O)N(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,C=CC(=O)N(C)c1cccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.76,c1cc(N(Cc2cccc(Cl)c2)C(Cc2cncc3c2cccc3)=O)cc(N(C(=O)C=C)C)c1,A~AA{~B}D{A}araaaa{D{Aasaaaa{Z}as}A{~B}Aasadaataaaaast}ar,62.79069767441861
C=CC(=O)N1CCCCc2ccc(N(Cc3ccc(Cl)cc3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCCc2ccc(N(Cc3ccc(Cl)cc3)C(=O)Cc3cncc4ccccc34)cc21,4.56,C1CCCN(C(=O)C=C)c2cc(N(Cc3ccc(Cl)cc3)C(=O)Cc3c4c(cnc3)cccc4)ccc21,A~AA{~B}DrAAAAasaaa{D{Aataaa{Z}aat}A{~B}Aatadaauaaaaatu}aasr,88.16067653276956
C=CC(=O)N1CCCc2c1cccc2N(C(=O)Cc1cncc2ccccc12)C1(c2cccc(Cl)c2)COC1,C=CC(=O)N1CCCc2c1cccc2N(C(=O)Cc1cncc2ccccc12)C1(c2cccc(Cl)c2)COC1,4.99,c1c2c(c(CC(N(c3c4c(ccc3)N(C(=O)C=C)CCC4)C3(c4cccc(Cl)c4)COC3)=O)cn1)cccc2,A~AA{~B}DrAAAasaraaaasD{A{~B}Aaradaasaaaaars}Ar{asaaaa{Z}as}ABAr,79.06976744186046
C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(-c2ccc[nH]2)c1)C(=O)Cc1cncc2ccccc12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(-c2ccc[nH]2)c1)C(=O)Cc1cncc2ccccc12,4.79,c1c(CN(C(=O)Cc2cncc3c2cccc3)c2c3c(ccc2)N(C(=O)C=C)CCC3)cc(-c2[nH]ccc2)cc1,A~AA{~B}DrAAAasaraaaasD{Aaraaaa{_asaaa{dQ}s}ar}A{~B}Aaradaasaaaaars,83.29809725158563
C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(C(=O)NC)c1)C(=O)Cc1cncc2ccccc12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(C(=O)NC)c1)C(=O)Cc1cncc2ccccc12,4.2,c12c(N(Cc3cccc(C(NC)=O)c3)C(=O)Cc3c4ccccc4cnc3)cccc1N(C(C=C)=O)CCC2,A~AA{~B}DrAAAasaraaaasD{Aaraaaa{A{~B}DA}ar}A{~B}Aaradaasaaaaars,95.77167019027483
C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,6.32,c12cncc(CC(=O)N(Cc3cc(Cl)ccc3)c3cccc4c3CCCN4C(C=C)=O)c1cccc2,A~AA{~B}DrAAAasaraaaasD{Aaraaaa{Z}ar}A{~B}Aaradaasaaaaars,50.95137420718816
C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc([C@H]2CCCN2)c1)C(=O)Cc1cncc2ccccc12,C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc([C@H]2CCCN2)c1)C(=O)Cc1cncc2ccccc12,4.26,c1cccc2cncc(CC(N(Cc3cccc([C@@H]4NCCC4)c3)c3cccc4c3CCCN4C(=O)C=C)=O)c12,A~AA{~B}DrAAAasaraaaasD{Aaraaaa{{A*Q}sAAADs}ar}A{~B}Aaradaasaaaaars,94.5031712473573
C=CC(=O)N1CCCc2ccc(N(C(=O)Cc3cncc4ccccc34)N(C)c3cccc(Cl)c3)cc21,C=CC(=O)N1CCCc2ccc(N(C(=O)Cc3cncc4ccccc34)N(C)c3cccc(Cl)c3)cc21,8.19,n1cc(CC(=O)N(N(C)c2cccc(Cl)c2)c2ccc3c(c2)N(C(=O)C=C)CCC3)c2ccccc2c1,A~AA{~B}DrAAAasaaa{D{A{~B}Aatadaauaaaaatu}D{A}ataaaa{Z}at}aasr,11.416490486257947
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(-c4ccccc4)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(-c4ccccc4)c3)C(=O)Cc3cncc4ccccc34)cc21,5.88,C1N(C(C=C)=O)c2c(ccc(N(Cc3cccc(-c4ccccc4)c3)C(Cc3cncc4ccccc34)=O)c2)CC1,A~AA{~B}DrAAAasaaa{D{Aataaaa{_auaaaaau}at}A{~B}Aatadaauaaaaatu}aasr,60.25369978858352
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Br)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Br)c3)C(=O)Cc3cncc4ccccc34)cc21,7.62,c1ncc(CC(=O)N(c2ccc3c(c2)N(C(=O)C=C)CCC3)Cc2cc(Br)ccc2)c2ccccc12,A~AA{~B}DrAAAasaaa{D{Aataaaa{Y}at}A{~B}Aatadaauaaaaatu}aasr,23.467230443974636
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(C(F)(F)F)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(C(F)(F)F)c3)C(=O)Cc3cncc4ccccc34)cc21,7.4,C(N(C(Cc1cncc2c1cccc2)=O)c1cc2c(cc1)CCCN2C(C=C)=O)c1cc(C(F)(F)F)ccc1,A~AA{~B}DrAAAasaaa{D{Aataaaa{A{G}{G}G}at}A{~B}Aatadaauaaaaatu}aasr,28.1183932346723
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4c(F)cccc34)cc21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4c(F)cccc34)cc21,7.41,N(Cc1cccc(Cl)c1)(c1cc2c(cc1)CCCN2C(C=C)=O)C(=O)Cc1c2c(c(F)ccc2)cnc1,A~AA{~B}DrAAAasaaa{D{Aataaaa{Z}at}A{~B}Aatadaaua{G}aaaatu}aasr,27.90697674418605
C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,7.74,C(N1c2c(ccc(N(Cc3cccc(Cl)c3)C(Cc3c4ccccc4cnc3)=O)c2)CCC1)(C=C)=O,A~AA{~B}DrAAAasaaa{D{Aataaaa{Z}at}A{~B}Aatadaauaaaaatu}aasr,20.93023255813954
C=CC(=O)N1CCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,C=CC(=O)N1CCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,5.08,c1c2c(ccc1)c(CC(N(Cc1cccc(Cl)c1)c1c3c(ccc1)N(C(C=C)=O)CC3)=O)cnc2,A~AA{~B}DrAAasaraaaasD{Aaraaaa{Z}ar}A{~B}Aaradaasaaaaars,77.16701902748414
C=CC(=O)N1CCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1CCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,5.75,C(C(=O)N1CCc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3c4ccccc4cnc3)cc21)=C,A~AA{~B}DrAAasaaa{D{Aataaaa{Z}at}A{~B}Aatadaauaaaaatu}aasr,63.00211416490487
C=CC(=O)N1C[C@H](C(N)=O)Cc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,C=CC(=O)N1C[C@H](C(N)=O)Cc2ccc(N(Cc3cccc(Cl)c3)C(=O)Cc3cncc4ccccc34)cc21,6.66,c1ncc2c(c1CC(N(Cc1cc(Cl)ccc1)c1ccc3c(c1)N(C(C=C)=O)C[C@H](C(N)=O)C3)=O)cccc2,A~AA{~B}DrA{A*Q}{A{D}~B}Aasaaa{D{Aataaaa{Z}at}A{~B}Aatadaauaaaaatu}aasr,43.76321353065539
C=CC(=O)NC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,C=CC(=O)NC(C(=O)Nc1cncc2ccccc12)c1ccc(Cl)c(Cl)c1,5.5,Clc1c(Cl)ccc(C(NC(C=C)=O)C(=O)Nc2cncc3ccccc32)c1,A~AA{~B}DA{A{~B}Daradaasaaaaars}araaa{Z}a{Z}ar,68.28752642706132
C=CC(=O)Nc1ccc(Cl)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,C=CC(=O)Nc1ccc(Cl)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.3,c1(NC(=O)C=C)ccc(Cl)c(N(C(Cc2cncc3c2cccc3)=O)Cc2cccc(Cl)c2)c1,A~AA{~B}Daraaa{Z}a{D{Aasaaaa{Z}as}A{~B}Aasadaataaaaast}ar,72.51585623678648
C=CC(=O)Nc1ccc(F)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,C=CC(=O)Nc1ccc(F)c(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)c1,5.28,Clc1cc(CN(C(=O)Cc2cncc3ccccc32)c2c(F)ccc(NC(C=C)=O)c2)ccc1,A~AA{~B}Daraaa{G}a{D{Aasaaaa{Z}as}A{~B}Aasadaataaaaast}ar,72.93868921775898
