mol_id,smiles,value,smiles_random,smiles_blind,value_blind
C#CCC(=C)C=O,C#CCC(=C)C=O,-1421.59,C#CCC(C=O)=C,A^AAA{~A}A~B,56.890975424146106
C1NC2CC1C2,C1NC2CC1C2,-1481.17,N1CC2CC1C2,ArDAsAArAs,60.22483101302655
C1=COC2(CC2)O1,C1=COC2(CC2)O1,-1364.97,C1C2(C1)OC=CO2,Ar~ABAs{AAs}Br,53.72274945163168
C=CCOC=C,C=CCOC=C,-1403.46,C(OCC=C)=C,A~AABA~A,55.876494023904385
ON=C1C=CCN1,ON=C1C=CCN1,-1524.08,C1C=CC(=NO)N1,BD~ArA~AADr,62.62590089081874
C#CC(O)C(=C)C,C#CC(O)C(=C)C,-1547.65,C(C(C#C)O)(=C)C,A^AA{B}A{~A}A,63.944782667084475
NCC1(N)CCC1,NCC1(N)CCC1,-1788.61,C1CCC1(CN)N,DAAr{D}AAAr,77.42792873450021
CN1N=CC2CC21,CN1N=CC2CC21,-1505.19,C12C(N(C)N=C1)C2,ADrD~AAsAAsr,61.56889296745602
CC1CCC2NC12,CC1CCC2NC12,-1739.46,C12C(C)CCC1N2,AArAAAsDArs,74.677693719504
C=CCCC=C,C=CCCC=C,-1606.19,C(CC=C)C=C,A~AAAA~A,67.22044406643091
C#CC#CCCC,C#CC#CCCC,-1588.99,C(C#CC#C)CC,A^AA^AAAA,66.25800170106093
C=CN1C=NCC1,C=CN1C=NCC1,-1531.07,C=CN1CCN=C1,A~ADrA~DAAr,63.017032991628994
Cc1occc1O,Cc1occc1O,-1405.15,c1(O)ccoc1C,AarbaaarB,55.971059581897144
NC1CC2CC1N2,NC1CC2CC1N2,-1641.44,N1C2CC(N)C1C2,DArAAsAArDs,69.19289135592462
CC=CC1CNC1,CC=CC1CNC1,-1614.22,C1(C=CC)CNC1,AA~AArADAr,67.66977035677516
CC#CC1CCO1,CC#CC1CCO1,-1546.75,C(C)#CC1CCO1,AA^AArAABr,63.894422310756966
Cn1cccc1,Cn1cccc1,-1379.4,c1cn(C)cc1,Adraaaar,54.53019383141592
C#CC=C(C)C#C,C#CC=C(C)C#C,-1455.46,C(C#C)=C(C#C)C,A^AA~A{A}A^A,58.78620350060433
CCC(C#N)=CN,CCC(C#N)=CN,-1542.16,C(C(=CN)CC)#N,AAA{A^D}~AD,63.63758449348674
CCC(C)N(C)C,CCC(C)N(C)C,-2049.73,C(CC)(C)N(C)C,AAA{A}D{A}A,92.03914678365192
CC=CC=COC,CC=CC=COC,-1708.19,O(C=CC=CC)C,AA~AA~ABA,72.92795111688079
CC#CC(C)=CC,CC#CC(C)=CC,-1759.05,C(=C(C#CC)C)C,AA^AA{A}~AA,75.77387080889923
C=C1CCNC1C,C=C1CCNC1C,-1938.48,N1CCC(=C)C1C,A~ArAADArA,85.81404718205829
CCC(CC)OC,CCC(CC)OC,-1983.72,O(C(CC)CC)C,AAA{AA}BA,88.34549442678724
CCC[CH][N]O,CCC[CH][N]O,-1409.78,C([CH][N]O)CC,AAA{AQ}{D}B,56.230135637226375
CCOC=CC=O,CCOC=CC=O,-1524.16,C(C)OC=CC=O,AABA~AA~B,62.630377366936756
CCN(C)C,CCN(C)C,-1459.29,N(C)(C)CC,AAD{A}A,59.00051479475356
C=CC1(N)CCC1,C=CC1(N)CCC1,-1767.04,C1C(C=C)(N)CC1,A~AAr{D}AAAr,76.22095886118449
CC1=CCC=CO1,CC1=CCC=CO1,-1590.23,C1=COC(C)=CC1,AAr~AAA~ABr,66.32738708088992
CCNC=O,CCNC=O,-1159.28,C(=O)NCC,AADA~B,42.21316979273916
CCNCC(=O)O,CCNCC(=O)O,-1555.53,CCNCC(O)=O,AADAA{~B}B,64.38571556470747
NC1COCC1O,NC1COCC1O,-1533.0,C1(N)COCC1O,DArABAArB,63.12502797797573
C=CCCN,C=CCCN,-1325.85,C(CN)C=C,A~AAAD,51.533752629929715
O=C1C2CCC1C2,O=C1C2CCC1C2,-1581.02,C1CC2CC1C2=O,B~ArAsAAArAs,65.81203276780518
C=CC(=O)CC=O,C=CC(=O)CC=O,-1390.9,C(CC(=O)C=C)=O,A~AA{~B}AA~B,55.173687273378405
OC1CC=NNC1,OC1CC=NNC1,-1284.54,N1=CCC(O)CN1,BArAA~DDAr,49.222212274497515
C=C(C)C=C(C)C,C=C(C)C=C(C)C,-1909.99,C=C(C=C(C)C)C,A~A{A}A~A{A}A,84.21986212453557
C1=COCON=C1,C1=COCON=C1,-1230.57,O1CON=CC=C1,Ar~ABABD~Ar,46.20226957339183
O=CCCN1CC1,O=CCCN1CC1,-1438.29,N1(CCC=O)CC1,B~AAADrAAr,57.82543981377859
CCC(C#N)C=O,CCC(C#N)C=O,-1466.92,C(C(CC)C#N)=O,AAA{A^D}A~B,59.42745870450781
C=C(C#N)C=CC,C=C(C#N)C=CC,-1645.08,C(=C)(C=CC)C#N,A~A{A^D}A~AA,69.3965710192936
CC(C)C#CC=O,CC(C)C#CC=O,-1564.2,CC(C#CC=O)C,AA{A}A^AA~B,64.87085366399572
CC(C)(C)C(N)=O,CC(C)(C)C(N)=O,-1759.32,C(N)(=O)C(C)(C)C,AA{A}{A}A{D}~B,75.78897891579749
C=C1CC=CC1=O,C=C1CC=CC1=O,-1464.9,C=C1C(=O)C=CC1,A~ArAA~AAr~B,59.31442768252832
CC=CC(N)CC,CC=CC(N)CC,-1920.55,C(CC)(C=CC)N,AA~AA{D}AA,84.81075697211156
C=C(CCC)OC,C=C(CCC)OC,-1847.05,C(C(OC)=C)CC,A~A{AAA}BA,80.69799453869913
N=C1CCCCN1,N=C1CCCCN1,-1685.95,C1CCNC(=N)C1,D~ArAAAADr,71.68349075607684
O=C1CC=COC1,O=C1CC=COC1,-1397.03,C1=CCC(=O)CO1,B~ArAA~ABAr,55.51669725592014
C=CC(=O)C(N)=O,C=CC(=O)C(N)=O,-1416.11,C(C(C=C)=O)(=O)N,A~AA{~B}A{D}~B,56.584336810063114
COCC1CC1,COCC1CC1,-1540.48,O(CC1CC1)C,ABAArAAr,63.543578495008724
C=C1CC2CC2C1,C=C1CC2CC2C1,-1910.29,C1C2CC(=C)CC12,A~ArAAsAAsAr,84.23664890997807
CCC(=N)NC,CCC(=N)NC,-1509.69,N(C)C(=N)CC,AAA{~D}DA,61.82069474909352
CC#CCC(C)O,CC#CCC(C)O,-1701.38,CC#CCC(O)C,AA^AAA{A}B,72.54689108733605
NC1C2C=COC12,NC1C2C=COC12,-1442.99,C12C(N)C1C=CO2,DArAsA~ABArs,58.0884327857111
CCC=C(C)CO,CCC=C(C)CO,-1851.45,C(C)C=C(C)CO,AAA~A{A}AB,80.94420072518915
COCC(C)(C)C,COCC(C)(C)C,-1984.45,O(C)CC(C)(C)C,ABAA{A}{A}A,88.386342271364
CC1(C)NCC1O,CC1(C)NCC1O,-1718.05,C1NC(C)(C)C1O,AAr{A}DAArB,73.47967679842428
C=C1C=CCC1=C,C=C1C=CCC1=C,-1659.96,C1C(=C)C(=C)C=C1,A~ArA~AAAr~A,70.2291955772416
CCC1(O)CC1,CCC1(O)CC1,-1552.41,OC1(CC)CC1,AAAr{B}AAr,64.21113299610548
C=C1C=CC=C1C,C=C1C=CC=C1C,-2062.1,C1=C(C)C(=C)C=C1,A~ArA~AA~ArA,92.73132190339763
N#CCC=CCO,N#CCC=CCO,-1453.25,OCC=CCC#N,D^AAA~AAB,58.662540847844575
O=C1CNCCN1,O=C1CNCCN1,-1910.33,C1NC(=O)CNC1,B~ArADAADr,84.23888714803705
CC#CCC(C)=O,CC#CCC(C)=O,-1573.22,C(#CC)CC(C)=O,AA^AAA{A}~B,65.3755763463002
CC1=CN[C]([NH])S1,CC1=CN[C]([NH])S1,-1249.79,[C]1([NH])NC=C(C)S1,AAr~AD{A}{{DQ}}Er,47.27774296074131
CC1CC2CN2C1,CC1CC2CN2C1,-1781.28,C1(C)CN2C(C1)C2,AArAAsADsAr,77.01777161018846
C#CC#CC1CN1,C#CC#CC1CN1,-1775.15,C(C1CN1)#CC#C,A^AA^AArADr,76.67476162764672
C1OCC1C1CO1,C1OCC1C1CO1,-1488.77,C1(C2COC2)OC1,ArBAArArABr,60.65009624423653
CC(=O)NN(C)C,CC(=O)NN(C)C,-1601.52,N(C(=O)C)N(C)C,AA{~B}DD{A}A,66.95912977304266
CC1(N)CC(N)C1,CC1(N)CC(N)C1,-1679.81,NC1CC(C)(N)C1,AAr{D}AA{D}Ar,71.33992121402032
C#CC(=O)CC#N,C#CC(=O)CC#N,-1298.51,C#CC(CC#N)=O,A^AA{~B}AA^D,50.00391691660325
[NH][C]1CCCN1O,[NH][C]1CCCN1O,-1257.1,C1C[C]([NH])N(O)C1,{DQ}{A}rAAADrB,47.68678096602354
C=CCC(O)C=C,C=CCC(O)C=C,-1704.48,C(C=C)(O)CC=C,A~AAA{B}A~A,72.72035453690854
C#CC=CC(C)N,C#CC=CC(C)N,-1622.39,NC(C)C=CC#C,A^AA~AA{A}D,68.12693048032591
CC(C#N)CC#N,CC(C#N)CC#N,-1407.43,CC(CC#N)C#N,AA{A^D}AA^D,56.09863915126013
O=CCC1COC1,O=CCC1COC1,-1511.16,C(C=O)C1COC1,B~AAArABAr,61.90294999776177
CC(C)=NNC=O,CC(C)=NNC=O,-1476.44,C(NN=C(C)C)=O,AA{A}~DDA~B,59.9601593625498
CCNC1COC1,CCNC1COC1,-1703.79,O1CC(NCC)C1,AADArABAr,72.68174493039079
CC=C(C)CO,CC=C(C)CO,-1555.85,CC=C(CO)C,AA~A{A}AB,64.40362146917946
CC(N)CC(C)O,CC(N)CC(C)O,-1870.48,OC(CC(C)N)C,AA{D}AA{A}B,82.00904248175837
NCC1OC=CO1,NCC1OC=CO1,-1384.73,C1=COC(CN)O1,DAArBA~ABr,54.828439052777654
CC(=O)NCC=O,CC(=O)NCC=O,-1426.35,C(=O)CNC(C)=O,AA{~B}DAA~B,57.1573257531671
C=CC=C(C)CC,C=CC=C(C)CC,-1911.31,C(=C(CC)C)C=C,A~AA~A{A}AA,84.29372398048255
C#CC(O)[CH][N]N,C#CC(O)[CH][N]N,-1935.64,[CH](C(C#C)O)[N]N,A^AA{B}{AQ}{D}D,85.6551322798693
O=CC1CC1CO,O=CC1CC1CO,-1518.24,OCC1CC1C=O,B~AArAArAB,62.29911813420477
CC1CNC1C#N,CC1CNC1C#N,-1639.37,C1(C#N)NCC1C,AArADArA^D,69.07706253637136
O=C1NC=CCN1,O=C1NC=CCN1,-1435.95,N1CC=CNC1=O,B~ArDA~AADr,57.69450288732711
NC(=O)C1CC1,NC(=O)C1CC1,-1315.91,C1(C(=O)N)CC1,DA{~B}ArAAr,50.97755047226824
C=CCNCC#N,C=CCNCC#N,-1520.29,N(CC=C)CC#N,A~AADAA^D,62.4138278347285
CC1(C)OC=NO1,CC1(C)OC=NO1,-1384.49,N1=COC(C)(C)O1,AAr{A}BA~DBr,54.81500962442366
CC(O)C[CH][N]O,CC(O)C[CH][N]O,-1508.17,O[N][CH]CC(C)O,AA{B}A{AQ}{D}B,61.73564170285152
C=CC(N)C(C)N,C=CC(N)C(C)N,-1788.97,C(N)(C(N)C=C)C,A~AA{D}A{A}D,77.44807287703121
Cn1sccc1=O,Cn1sccc1=O,-1318.6,Cn1c(=O)ccs1,Adreaaar~B,51.12807198173597
C=C1C=CC=CO1,C=C1C=CC=CO1,-1452.95,C1(=C)C=CC=CO1,A~ArA~AA~ABr,58.64575406240209
C=CC(N)C(C)C,C=CC(N)C(C)C,-1917.23,CC(C)C(N)C=C,A~AA{D}A{A}A,84.62498321321456
C=C1C=CC(O)C1,C=C1C=CC(O)C1,-1587.87,OC1C=CC(=C)C1,A~ArA~AA{B}Ar,66.19533103540891
CC1C(=O)CN1C,CC1C(=O)CN1C,-1582.17,CN1C(C)C(=O)C1,AArA{~B}ADrA,65.87638211200144
CC1(C)CCCC1,CC1(C)CCCC1,-2065.25,C1C(C)(C)CCC1,AAr{A}AAAAr,92.9075831505439
CNC(C)C=O,CNC(C)C=O,-1430.54,C(C(C)NC)=O,ADA{A}A~B,57.39178118984735
CC1=NOCC=C1,CC1=NOCC=C1,-1431.8,N1=C(C)C=CCO1,AAr~DBAA~Ar,57.462285688705855
CCC(C)C(C)N,CCC(C)C(C)N,-2062.0,CC(C(C)N)CC,AAA{A}A{A}D,92.72572630825015
C[CH][N]N1CC1,C[CH][N]N1CC1,-1329.86,N1([N][CH]C)CC1,A{AQ}{D}DrAAr,51.75813599534446
CCCC(=O)C=O,CCCC(=O)C=O,-1532.25,C(C(C=O)=O)CC,AAAA{~B}A~B,63.083061014369484
CC=C(C)CC#N,CC=C(C)CC#N,-1781.46,C(C)=C(CC#N)C,AA~A{A}AA^D,77.02784368145396
C#CC1CCOC1,C#CC1CCOC1,-1559.03,C1COCC1C#C,A^AArAABAr,64.58156139486996
C=C(C)C(=C)CO,C=C(C)C(=C)CO,-1706.13,CC(=C)C(CO)=C,A~A{A}A{~A}AB,72.8126818568423
C[C]1O[N]N=C1C,C[C]1O[N]N=C1C,-1327.39,[N]1N=C(C)[C](C)O1,A{A}rB{D}D~ArA,51.61992479520123
OC1C2C=CCC12,OC1C2C=CCC12,-1574.49,C1=CC2C(O)C2C1,BArAsA~AAArs,65.44664040467346
CC=CCOC=O,CC=CCOC=O,-1533.23,O(CC=CC)C=O,AA~AABA~B,63.13789784681498
O=CN1CC=CC1,O=CN1CC=CC1,-1219.26,C(=O)N1CC=CC1,B~ADrAA~AAr,45.56940776220959
COC1CC1(C)O,COC1CC1(C)O,-1637.22,C1(O)(C)C(OC)C1,ABArAAr{A}B,68.95675724070013
CC1CC(C)C1C,CC1CC(C)C1C,-2047.12,C1(C)CC(C)C1C,AArAA{A}ArA,91.89310175030215
ON=C1CCCO1,ON=C1CCCO1,-1448.92,O1C(=NO)CCC1,BD~ArAAABr,58.420251577957835
CN1CCOC=N1,CN1CCOC=N1,-1455.56,O1CCN(C)N=C1,ADrAABA~Dr,58.79179909575182
CC(C)(C)N,CC(C)(C)N,-1474.9,C(C)(N)(C)C,AA{A}{A}D,59.8739871972783
c1scc2c1CN2,c1scc2c1CN2,-1142.8,C1c2c(csc2)N1,areaasarADs,41.291015712431175
CC=CN(C)C=O,CC=CN(C)C=O,-1608.06,CC=CN(C=O)C,AA~AD{A}A~B,67.32508169568915
O=CC#CC1CN1,O=CC#CC1CN1,-1408.72,C(C#CC1CN1)=O,B~AA^AArADr,56.17082232866288
CC#CCCC#N,CC#CCCC#N,-1921.19,C(#CC)CCC#N,AA^AAAA^D,84.84656878105555
NC1(C2CC2)CC1,NC1(C2CC2)CC1,-1767.71,C1C(C2CC2)(N)C1,DAr{AsAAs}AAr,76.25844934867273
C=C(CCN)OC,C=C(CCN)OC,-1717.43,C(CN)C(=C)OC,A~A{AAD}BA,73.4449841085098
CC1C=NOC1=O,CC1C=NOC1=O,-1264.07,C1=NOC(=O)C1C,AArA~DBAr~B,48.07679394780429
C=CC(=C)C1CC1,C=CC(=C)C1CC1,-1761.47,C1C(C(=C)C=C)C1,A~AA{~A}ArAAr,75.90928421146873
NCC1(CN)CO1,NCC1(CN)CO1,-1585.18,C(N)C1(CN)CO1,DAAr{AD}ABr,66.04480952594119
CC(C)=CC(C)C,CC(C)=CC(C)C,-2052.19,CC(C=C(C)C)C,AA{A}~AA{A}A,92.1767984242804
C1CC2CCN2C1,C1CC2CCN2C1,-1763.23,C12CCN1CCC2,ArAAsAADsAr,76.00776668606474
CC(=O)C1CN1C,CC(=O)C1CN1C,-1581.83,C1C(C(C)=O)N1C,AA{~B}ArADrA,65.85735708849992
C=CCC(C)=O,C=CCC(C)=O,-1427.01,C(CC=C)(=O)C,A~AAA{A}~B,57.19425668114061
CC(=O)CCO,CC(=O)CCO,-1375.59,O=C(CCO)C,AA{~B}AAB,54.317001656296156
C=CCC[CH][N]O,C=CCC[CH][N]O,-1524.76,[N](O)[CH]CCC=C,A~AAA{AQ}{D}B,62.66395093782176
[NH][C](C=O)N1CC1,[NH][C](C=O)N1CC1,-1487.85,[NH][C](N1CC1)C=O,{DQ}{A}{A~B}DrAAr,60.59861676887953
C1OC2CC1C2,C1OC2CC1C2,-1404.56,C12COC(C1)C2,ArBAsAArAs,55.93804557052688
CN1CCCC1,CN1CCCC1,-1631.67,C1N(C)CCC1,ADrAAAAr,68.64620171001388
O=CC1CCN1,O=CC1CCN1,-1284.67,C1CC(C=O)N1,B~AArAADr,49.22948654818928
C[CH]C=C[N]OC,C[CH]C=C[N]OC,-1559.34,[N](C=C[CH]C)OC,A{AQ}A~A{D}BA,64.59890773982721
CC(C)=CC1CO1,CC(C)=CC1CO1,-1698.66,C1C(C=C(C)C)O1,AA{A}~AArABr,72.39469089932406
NC1CC2OC2C1,NC1CC2OC2C1,-1587.8,NC1CC2C(O2)C1,DArAAsBAsAr,66.19141411880568
CC(O)C#CC#N,CC(O)C#CC#N,-1292.58,C(#N)C#CC(O)C,AA{B}A^AA^D,49.67209812435651
CC#CC(C)(C)N,CC#CC(C)(C)N,-1770.27,C(C#CC)(C)(C)N,AA^AA{A}{A}D,76.40169658444873
CC1CCC2CC12,CC1CCC2CC12,-1915.48,C1(C)CCC2CC12,AArAAAsAArs,84.52706029813332
C#CCONC=O,C#CCONC=O,-1395.1,N(C=O)OCC#C,A^AABDA~B,55.40870226957339
COC1C(N)C1O,COC1C(N)C1O,-1504.16,O(C)C1C(O)C1N,ABArA{D}ArB,61.51125833743678
C1=NOCC2CC12,C1=NOCC2CC12,-1425.35,N1=CC2CC2CO1,Ar~DBAAsAArs,57.1013698016921
C=CCOC=CC,C=CCOC=CC,-1700.88,O(C=CC)CC=C,A~AABA~AA,72.51891311159855
C1CC1N1CC1,C1CC1N1CC1,-1462.74,C1(N2CC2)CC1,ArAArDrAAr,59.193562827342326
CC1(C)CC1(C)C,CC1(C)CC1(C)C,-2046.51,C1C(C)(C)C1(C)C,AAr{A}AAr{A}A,91.85896861990241
CC(C)CC1CC1,CC(C)CC1CC1,-2044.96,C(C)(C)CC1CC1,AA{A}AArAAr,91.77223689511617
CCC1(C)CC1,CCC1(C)CC1,-1750.74,C(C1(C)CC1)C,AAAr{A}AAr,75.30887685214199
C=C(C#CC)C=O,C=C(C#CC)C=O,-1427.61,C(C(=C)C=O)#CC,A~A{A^AA}A~B,57.2278302520256
CCC(=NO)OC,CCC(=NO)OC,-1503.28,ON=C(CC)OC,AAA{~DB}BA,61.46201710013878
NC(=O)C1CCN1,NC(=O)C1CCN1,-1474.37,O=C(N)C1NCC1,DA{~B}ArAADr,59.84433054299654
C#CC=CCC#C,C#CC=CCC#C,-1449.2,C#CCC=CC#C,A^AA~AAA^A,58.435919244370844
CN1CC=CC1,CN1CC=CC1,-1486.28,C1=CCN(C)C1,ADrAA~AAr,60.5107659250638
CC1=CCON=C1,CC1=CCON=C1,-1430.41,N1=CC(C)=CCO1,AAr~AABD~Ar,57.384506916155615
C=C(C)C[CH][N]N,C=C(C)C[CH][N]N,-1638.51,[CH]([N]N)CC(C)=C,A~A{A}A{AQ}{D}D,69.02894041810288
O=Cc1ccoc1,O=Cc1ccoc1,-1272.84,o1ccc(C=O)c1,B~Aaraabar,48.56752764224002
C=CC1CC=NN1,C=CC1CC=NN1,-1498.52,N1C(C=C)CC=N1,A~AArAA~DDr,61.19566677111777
C=CC1CCCC1,C=CC1CCCC1,-1919.85,C1(C=C)CCCC1,A~AArAAAAr,84.77158780607904
Nc1ccc(N)o1,Nc1ccc(N)o1,-1350.59,c1cc(N)oc1N,Daraaa{D}br,52.91810286942118
OC1COC2CC12,OC1COC2CC12,-1511.28,OC1C2CC2OC1,BArABAsAArs,61.909664711938774
CC1CC(C)(C)C1,CC1CC(C)(C)C1,-2048.44,C1(C)(C)CC(C)C1,AArAA{A}{A}Ar,91.96696360624917
C=C(C)C1CN1,C=C(C)C1CN1,-1472.82,C=C(C)C1NC1,A~A{A}ArADr,59.75759881821031
C=CCC(=C)CN,C=CCC(=C)CN,-1774.48,C(CC(CN)=C)=C,A~AAA{~A}AD,76.63727114015848
C#CCC=CC=C,C#CCC=CC=C,-1608.07,C=CC=CCC#C,A^AAA~AA~A,67.3256412552039
CCc1cnon1,CCc1cnon1,-1311.5,c1c(CC)non1,AAaradbdr,50.73078472626349
OC1CC1N1CC1,OC1CC1N1CC1,-1790.94,C1CN1C1CC1O,BArAArDrAAr,77.55830610143695
CNC(C)(C)C=O,CNC(C)(C)C=O,-1726.13,C(C(C)(NC)C)=O,ADA{A}{A}A~B,73.93180088634227
C=CC(C)(N)C=C,C=CC(C)(N)C=C,-1773.82,C(C)(C=C)(C=C)N,A~AA{A}{D}A~A,76.60034021218497
CNCC1(C)CC1,CNCC1(C)CC1,-1911.2,C(C1(C)CC1)NC,ADAAr{A}AAr,84.28756882582033
CC1OCC1O,CC1OCC1O,-1351.42,OC1C(C)OC1,AArBAArB,52.964546309145454
CNC(=S)N1CC1,CNC(=S)N1CC1,-1110.11,C1CN1C(NC)=S,ADA{~E}DrAAr,39.461815658713455
CN1CC(CO)C1,CN1CC(CO)C1,-1707.22,N1(C)CC(CO)C1,ADrAA{AB}Ar,72.87367384395006
Cc1c[nH]c(=O)s1,Cc1c[nH]c(=O)s1,-1460.73,c1(C)c[nH]c(=O)s1,Aara{dQ}a{~B}er,59.081091364877565
NC1C2CCC1C2,NC1C2CCC1C2,-1785.36,C12CC(CC1)C2N,DArAsAAArAs,77.24607189220646
Cc1cccn1C,Cc1cccn1C,-1456.53,c1n(C)c(C)cc1,AaraaadrA,58.84607636868258
O=Cc1ccco1,O=Cc1ccco1,-1273.67,c1c(C=O)occ1,B~Aaraaabr,48.61397108196429
CC1C=CCN1C,CC1C=CCN1C,-1152.05,C1=CC(C)N(C)C1,AArA~AADrA,41.80860826357492
C=CC(C#N)=NO,C=CC(C#N)=NO,-1176.23,C(C(C=C)=NO)#N,A~AA{A^D}~DB,43.16162317024039
C=CCOC(C)=O,C=CCOC(C)=O,-1536.06,O=C(C)OCC=C,A~AABA{A}~B,63.29625318948923
CCCC=O,CCCC=O,-1270.08,C(CC)C=O,AAAA~B,48.413089216169034
C[CH][N]N1CCC1,C[CH][N]N1CCC1,-1620.97,C1CN([N][CH]C)C1,A{AQ}{D}DrAAAr,68.0474730292314
C1NC1CC1CO1,C1NC1CC1CO1,-1561.34,C1OC1CC1CN1,ArDArAArABr,64.71081964277721
CCC(C)[CH][N]O,CCC(C)[CH][N]O,-1706.0,C(C([CH][N]O)C)C,AAA{A}{AQ}{D}B,72.80540758315054
CCC1(CC)CC1,CCC1(CC)CC1,-2045.81,C1C(CC)(CC)C1,AAAr{AA}AAr,91.8197994538699
C1=NOCCNC1,C1=NOCCNC1,-1426.12,C1ON=CCNC1,Ar~DBAADAr,57.144455884327854
C1=COC=CC1,C1=COC=CC1,-1289.46,O1C=CCC=C1,Ar~ABA~AAr,49.49751555575451
C=CC(C#N)CC,C=CC(C#N)CC,-1655.38,C(C)C(C=C)C#N,A~AA{A^D}AA,69.9729173194861
C#CC1=COCO1,C#CC1=COCO1,-1214.63,O1COC=C1C#C,A^AAr~ABABr,45.310331706880355
OC1C2COC1C2,OC1C2COC1C2,-1500.15,C1C2COC1C2O,BArAsABArAs,61.28687497202203
Cc1ccc(N)o1,Cc1ccc(N)o1,-1480.15,c1cc(N)oc1C,Aaraaa{D}br,60.16775594252205
CC#CC1CNC1,CC#CC1CNC1,-1621.72,N1CC(C#CC)C1,AA^AArADAr,68.08943999283765
CCC(O)C(C)O,CCC(O)C(C)O,-1798.07,OC(C(O)C)CC,AAA{B}A{A}B,77.9572720354537
CNCCC(C)=O,CNCCC(C)=O,-1733.0,C(CC(C)=O)NC,ADAAA{A}~B,74.31621827297552
C=CC(=O)NC=N,C=CC(=O)NC=N,-1350.11,C(C(NC=N)=O)=C,A~AA{~B}DA~D,52.89124401271319
CC=CC1CN1C,CC=CC1CN1C,-1762.37,C1N(C)C1C=CC,AA~AArADrA,75.95964456779622
C=CC(C)C(C)N,C=CC(C)C(C)N,-1917.92,C=CC(C)C(N)C,A~AA{A}A{A}D,84.66359281973232
Nc1ccccc1,Nc1ccccc1,-1561.96,c1c(N)cccc1,Daraaaaar,64.7455123326917
CC1CCCC1O,CC1CCCC1O,-1866.95,OC1CCCC1C,AArAAAArB,81.81151797305164
CC(O)C=CC=O,CC(O)C=CC=O,-1524.4,OC(C=CC=O)C,AA{B}A~AA~B,62.64380679529075
O=CNC1CCC1,O=CNC1CCC1,-1554.85,C1(NC=O)CCC1,B~ADArAAAr,64.34766551770446
